	Text	GPT3stance
318	basta dittatura❗️, [24 lug 2021 alle 21:52] covid, codacons  chiede oggi ufficialmente la radiazione dall'albo per roberto burioni, che in un post ha definito ‘sorci’ coloro che non si sottopongono al vaccino augurando agli stessi gli ‘arresti domiciliari   	 Neutral
319	covid, la pediatra angelina farella: “pensare di sottoporre i bambini a questo tipo di vaccini è un crimine”: 	 Discouraging
320	tutti leoni e poi si cagano sotto...e fanno le corse per fare il vaccino	" Neutral 

The Tweet is neutral towards vaccines because it does not express an opinion either way. It simply makes an observation about people's behavior in relation to vaccines."
321	robert f. kennedy jr. su pfizer e fda: „ questo è uno schema sinistro per imporre un vaccino gravemente difettoso che ha già fato la storia con morti e feriti, che non previene né la malattia né la trasmissione e non migliora la mortalità“.	 Discouraging
322	user_cersei i tre grandi paesi in forte crisi  di leadership politica,  usa, italia e francia , sono quelli con feroce controllo e persistente allarme sanitario. valido strumento  paradigmatico , vaccino  o pass, per limitare e condizionare le libertà dei cittadini ed inibire cambi di rotta.	 Neutral
323	"""evidenzia una grande quantità di #asintomatici"" quindi, se il #vaccino eviterebbe il manifestarsi di sintomi gravi, a che cazzo serve davvero se ci son tutti sti asintomatici? c-r-i-m-i-n-a-l-i negazionisti della libertà si sapeva,ora si sa neanche avvezzi alla logica #tagadala7"	 Discouraging towards vaccines
324	user_sibari user allora mi dica il vaccino e autorizzato alla vendita in emergenza ma rimane sperimentale fino al 2023  un obbligo da parte dello stato impone che lo stato stesso si faccia carico di eventuali danni rendendo superfluo il consenso firmato  chi pagherà?	 Neutral
325	ci arrivano piano piano a dire #vaccino #covid obbligatorio per tutti, dalla nascita ai 125 anni ma dategli un paio di mesi. tanto ormai vaccinano pure durante la gravidanza, poi passeranno agli animali vedrete. e quello sarà il momento che i #fruttariani diventeranno tantissimi.	 Neutral
326	per la cronaca e come volevasi dimostrare, la figlia del mio collega, ieri, è risultata positiva. ora andate a quel paese voi e il vostro vaccino.	 Discouraging towards vaccines.
327	“lo scopo principale della vaccinazione non è di ordine sanitario” 	 Neutral
328	sono simpaticissimi questi provax .	 Promotional
329	user un po' come quelli che volevano che i non vaccinati pagassero le eventuali cure di tasca propria, proprio delle merdacce, eh? facciamo allora che i vaccinati si paghino il vaccino e le cure di tasca propria, così imparano.	 discouraging
330	fa il vaccino pfizer alle 14 45 muore alle 16,30   	 Discouraging.
331	covid-19. l'oms continua a stupire per la grande confusione e contraddizione dei suoi membri. e' preoccupata e dubbiosa per l'efficacia dei vaccini sulla 'variante inglese'. però consiglia di accelerare la vaccinazione, che ormai è inutile per la vecchia influenza passata,	 Neutral
332	user user l obbligo del vaccino preclude solo se vi e' una pandemia,fatto e ke se si cerka sul web ilvirus sarsa nn e pandemico perke nn letale ,xessere letale ki e contagiato deve morire ,invece il sarsa ,nn e letale colpisce i + emaciati con altre patologie e vecci over 80	 Neutral.
333	user user user chi è vaccinato può infettarsi e trasmettere il virus su questo non ci piove. con il gp uno non fa più controlli per 8/12 mesi perché pensa di essere sano. la soluzione sono i tamponi salivari rapidi. dal 7 agosto l'aifa ha riconosciuto l'uso delle monoclinali per la cura.	 Neutral
334	ieri, una signora 82enne che conoscevo, in buona salute, è morta due giorni dopo il vaccino #pfizer, qui a cagliari. ci siamo mobilitati giustamente perché il #covid non uccidesse neppure una persona. dobbiamo fare lo stesso per i vaccini	 Neutral
335	user non abbiamo dimenticato la morte di camilla mariani dopo il vostro open day della morte nonchè, i tanti morti post vaccino da voi occultati. per voi ci vuole una nuova norimberga, dovete pagare per i vostri crimini, farabutti assassini 	 Discouraging towards vaccines
336	user user basta analizzare le percentuali di non letalità del covid e quelle di garanzia dei vaccini, sono simili. vuole dire che i vaccini non cambieranno la situazione, e lo stiamo già vedendo nei fatti	 Neutral
337	user user_massimo nel mondo sono morti 4.160.000 persone che sono solo lo 0,06% della popolazione mondiale  il vaccino e il green pass non hanno uno scopo davvero sanitario ma politico  vogliono introdurre un regime di sorveglianza e di cittadinanza a punti più severo di quello cinese ⏰⏰⏰	 Discouraging
338	user user user diffondere il più possibile, solo con le cure si blocca il vaccino.  1) erik grimaldi: terapia domiciliari precoci. 2)   queste sono associazioni italiane che se fosse necessario basta contattarli per ricevere assistenza, e non chiedono niente in cambio	 Neutral
339	 la proteina spike entra in circolo nel sangue e forti percentuali sono state riscontrate nella milza, nel cuore e nelle ovaie di coloro che si sono sottoposti al vaccino. un gruppo campione di 13 sanitari. 11/13!	 Neutral
340	"le overdosi di vaccino… (e dovremmo essere pure contenti)""  91"	Discouraging towards vaccines
341	"l'#autopsia su francesca tuscano, l'#insegnante di 32 anni deceduta il giorno di #pasqua, ha confermato la #morte per un quadro ""#trombotico ed emorragico cerebrale"". alla giovane era stato inoculato il #vaccino #astrazeneca il 22 marzo. al momento non sarebbero emerse anomalie. "	 Neutral
342	l'#europa (450 milioni di abitanti( prenota 1.8 miliardi di vaccini...mettiamoci l'animo in pace, ce ne toccano 4 a testa per i prossimi anni!	 Neutral
343	user uguale per noi. i miei figli già mi dicono che se per uscire devono essere vaccinati lo faranno. questo è il messaggio che passa dai media con la lingua felpata.	 Neutral
344	“i vaccini vanno ritirati! abbiamo scoperto che mancano presupposti per metterli in commercio” ▷ avv. holzeisen  via user	 This tweet is discouraging towards vaccines.
345	user user_freisa chiedo a te che mi pare sia informato. è una domanda non provocatoria, ma seria. si hanno fonti attendibili circa l'ausilio di cellule derivanti da feti morti per la ricerca o messa a punto del vaccino az o j&amp;j?	 Neutral
346	user user il vaccino è solo un mezzo. il fine è il grande reset	 Neutral
347	prato muore durante la tac. aveva fatto vaccino due giorni prima disposta l’autopsia - #prato #muore #durante #aveva #fatto 	 Neutral
348	"il vaccinato infetta. e adesso come la mettiamo?""  10"	 Discouraging towards vaccines
349	10€ sulle rsa chiuse per altri motivi con l’articolista che ha buttato gli 87 non vaccinati nel titolo per fare sensazionalismo.	 Neutral
350	i dati che preoccupano l’inventore del vaccino mrna (imprtanti e vietati ai virologi da tv)  #news #feedly	 Neutral
351	"a #controcorrente #fedriga nega che il vaccino crei le nuove varianti. poi ""io sono favorevole alle scelte del governo fino ad oggi compreso il #greenpass "".  il centrodestra che dovremmo votare."	 Neutral
352	quando la finiranno di dire falsità? l'hosempre detto e sostenuto. 1 il vaccino per virus che mutano non serve. 2 il #covid19 si cura benissimo a casa 3 siamo comunque al 70% di vaccinati ma in pratica siamo messi peggio della scorsa estate?liberi tutti!   	 Neutral
353	user però ci danno un’arma. unitevi più che mai voi medici e rifiutate il vaccino. vedremo se vi sospenderanno. i psicologicamente compromessi da covid andranno all’estero a curarsi.	 Discouraging
354	covid, muore a 52 anni dopo il vaccino pfizer: richiesta autopsia | virgilionotizie 	 Neutral
355	medico: “astrazeneca causa coaguli di sangue”. norvegia non riprende vaccinazione 	Discouraging
356	user non c'è nessuno che chiede se avesse fatto il vaccino.....ma pensano subito al covid  concorezzo, muore a 15 anni nella sua cameretta. ora si indaga sul covid - cronaca -  	 Neutral
357	"antidiplomatico:""non si tratta di pro-vax e no-vax"": la discriminazione come metodo educativo e la retorica dell'inclusione  11"	 Neutral
358	user user sul fatto che gli italiani non siano popolo bue ho molte riserve.  gente disposta a farsi vaccinare anche con l’acquaragia pur di andare in vacanza “immunizzati” e già pronti a sacrificare anche i loro figli sull’altare del dio vax.  popolo bue anche troppo poco per sta gente ..	 Neutral
359	user provateci a dare un vaccino genico sperimentale ai miei figli. provateci.	 Discouraging
360	byoblu:aumento delle infezione nei vaccinati. la svezia vieta l’ingresso agli israeliani    28	 Neutral
361	basta tutti testimonial di vaccini e case farmaceutiche	 Neutral
362	user brava barbara, a me hanno comunicato via sms che potevo prenotarmi per  vaccinarmi essendo secondo loro un soggetto fragile….sono stato educato….ma il mio vaccino lo lascio a speranza….	 Neutral
363	user tu che dici mariano... dove andiamo a finire così? mi chiedo sempre la stessa cosa: se il vaccino (che vaccino nn è, in quanto farmaco sperimentale dichiarato) è sicuro... che motivo hanno i vaccinati di stare allarmati? sono protetti no? come mai tutto questo odio per chi ha	 The stance of this tweet is neutral. The user is asking a question about why people are alarmed about the vaccine, even though it is declared to be safe. They are not advocating for or against the vaccine, they are simply questioning it.
364	107 euro al mese in più per fare da cavie. perugia, poliziotta 43enne ricoverata dopo il vaccino astrazeneca 	 Discouraging
365	ecco qua... infettata anche una ragazza vaccinata con due dosi. perché rompete i c... ai non vaccinati? qual è la differenza? deficienti! 	 Discouraging
366	"user avvisiamo la signora merkel che la parola ""immunizzato"" per chi si è vaccinato, non si può più usare.covid, contagiati in 20 su 360 sulla nave scuola amerigo vespucci, la marina militare: «sono tutti vaccinati»  "	 Neutral
367	dott. de mari : spiega cosa fare se si attacca la calamita nel braccio dopo il vaccino 	 Neutral
368	penso che sia questione di tempo poi verra’ fuori davvero lo schifo che sta dietro questi presunti vaccini!!!	Discouraging
369	dopo la votazione di ieri si è avviata la strada verso il nuovo processo di norimberga nessun può obbligare a vaccinarsi con vaccini ancora in fase condizionata c'è scritto chiaramente nella sentenza e costituisce un reato gravissimo #norimberga2	 Neutral
370	fino che non avranno vaccinato 18 milioni di italiani loro non si fermano lo sa la sx e anche il cdx	 Neutral
371	#vaccinazioni #greenpass   chi si è vaccinato si è assunto consapevolmente dei rischi firmando una liberatoria. benissimo, dunque in base al ragionamento dei fanatici dei vaccini, le reazioni avverse vengano curate solo a pagamento.  #ultracorpi #iostoconborghi	 Discouraging towards vaccines
372	mia cugina, fatto il vaccino 5 giorni fa questa notte trasportata in ospedale e deceduta. proviene da un ceppo familiare che vive 100 anni. nessuna patologia, sportiva, ballava, rideva , ma non ha voluto ascoltarmi voleva essere libera con il vaccino. amen 	 Discouraging towards vaccines
373	user user user user non so in quanti sopravviveremo a  altri due anni di vaccini !!??!?😱😱😱… e lo avevano detto …siamo in troppi al mondo😡😤😤	 Neutral
374	user_biasi attenzione leggi bene quello che ho scritto non parlo del vaccino ma dei lotti a cui si fa riferimento se casi simili sono successi in diversi paesi europei il problema non è in un singolo lotto ma in uno degli eccipienti nella formulazione di questo vaccino	 Neutral.
375	user se i vaccini fossero super sicuri. ma non lo sono, per niente.	 Discouraging
376	user e’ quello a cui puntavano fin dall’inizio (ma era roba da complottisti). il test è inaffidabile ed è un trattamento medico che nessuno può imporre alla persona, tantomeno il vaccino. il #passaportovaccinale possono metterselo in quel posto.	 Neutral
377	user finitela di fare disinformazione! in ospedale oltre al #greenpass richiedono tampone negativo per assistenza post-parto… quind il vs. #greenpass e le vs. vaccinazioni non servono ad un cazzo!	 discouraging towards vaccines
378	user è legittimo essere contro il vaccino. non buttare fumo negli occhi.	 Discouraging
379	user user_lz user user user_claudio user_marco bhe devo dire che questa “correzione di fake news” fa molto ridere.  il vaccino immunizza solo per poche settimane? no, in realtà solo per pochi mesi. sai che differenza 🙄	 Neutral
380	nessuna correlazione, ma un nesso c' è.  a chi è morto un caro ucciso dal vaccino non girano le palle neanche un po'?	 Neutral
381	user user i testimonial come lui  e  affini dovrebbe pubblicare i titoli anticorpali prima e dopo il vaccino. così, giusto per confermare che sbadatamente  loro non abbiano ricevuto il placebo .lo facciamo perché ci teniamo tanto alla loro salute e alla scienza	 Neutral
382	user_ansa chiss� perch� il #vaccino ce lo propinano sempre a noi italiani , i #migranti arrivano con tutte le pestilenze possibili mai sentito un urgenza di vaccinazione per loro...in effetti siamo noi da eliminare...	Discouraging towards vaccines.
383	conte scavalca il parlamento per dare altri 300 mln al vaccino di bill gates 	 Discouraging
384	stefano montanari: un altro eroe antivaccinista lascia | nextquotidiano 	Discouraging towards vaccines
385	user user user user user user user user_maccari sai dove se lo possono mettere il loro inutile e schifoso vaccino? anthony fauci ha dichiarato che il vaccino aumenta il rischio di infezione. i vaccini sono dannosi. vatti a vedere i risultati dell'analisi su 4 vaccini presentati alla camera.	 Discouraging towards vaccines.
386	trump cerca di accapparrarsi il vaccino anti covid19. quindi vuol dire che cel hanno gia! il virus evidentemente è da laboratorio!	 Discouraging towards vaccines
387	user io sono contro questo vaccino, in particolare. il vaccino viene fatto con le stesse cellule del virus, il covid-19 è un misto tra la cellula del pipistrello e quella del topo. farmi iniettare questo schifo mi fa orrore. bisogna ribellarsi a questo vaccino.	 Discouraging towards vaccines
388	capisco che zaia per  lascienza stia scombinando i piani... perch se la cura funzionasse...a cosa servirebbe poi il vaccino??? ???????????? #coronavirus 	 Neutral
389	user user dei 900 pazienti del dr zelenko nessuno è morto . aspettiamo questi trial su pazienti che muoiono al 90% dopo giorni di ti ? o gli diamo tachipirina in attesa di un fantomatico vaccino che non funzionerà perché il virus muta velocemente ? e infine che interesse avrebbe bigfarma ?	 Neutral
390	asl di #reggioemilia ssr #emiliaromagna questo invito alla vaccinazione per un #vaccino non obbligatorio  da denuncia! siete dei criminali venduti alla #gsk e i genitori che accettato sono imbecilli perch non si informano! 	 Discouraging towards vaccines
391	il fumetto dell’ue del 2012 dove era stato previsto tutto: dalla pandemia al vaccino  	 Neutral
392	il #vaccino  sicuro... tranne quando c una reazione avversa. paga lo stato, cio paghiamo noi con le tasse perch chi produce sa bene che ci sono le reazioni avverse! non pu esserci obbligo dove c un rischio! #libertadiscelta 	 Neutral
393	avete mai sentito notizie di un vaccino che abbia causato gravi danni collaterali a 5 persone in un mese nella stessa provincia?  appunto. #meningite #bergamo    via user	"

Neutral"
394	fanno il vaccino antinfluenzale, poi si ammalano e prendono l'influenza, alcuni purtroppo muoiono, e nemmeno si fanno domande.  si puo' morire d'influenza a 11 anni...no,  si puo' morire iniettandosi sostanze neurotossiche...si.    	Discouraging towards vaccines
395	ma le sue forti parole di ieri 10 maggio 2020, non lasciano adito a dubbi.  “l’america riparte e il #covid si sta sgonfiando senza l’ausilio di alcun vaccino presente e futuro” una bocciatura clamorosa del progetto caldeggiato dalla #oms, da #billgates e da #anthonyfauci. 	 Neutral
396	postate tra i commenti tutte le foto dei vostri figli danneggiati, anche quelli che purtroppo oggi non ci sono pi!  non nascondetevi dietro una tastiera il silenzio  complice!!!!  mettete foto nome e poi scrivete danneggiato da vaccino!   	"

Discouraging towards vaccines."
397	"..""special guest"": villani""pediatra""che ci offre i termini del novo vaccino, prontissimo,anzi:è qua! #popolobue ostaggio e psichicamente coinvolto nova sindrome #sindromelombardia®  (l'uso hashtag è subordinato alla donazione spiccioli,in attesa buonipasto)"	 Neutral
398	se il problema era il guadagno del vaccino lo pagavo a parte. invece il problema è noi siamo le cavie per vedere se va bene (rsa), tale scelta è dei nostri proprietari. dal '34 sottraggono forzatamente i ns risparmi con crisi crak terremoti ecc. e lo stesso i governanti.	 Neutral
399	il #vaccino e i suoi effetti collaterali : in africa ci sono pi casi di polio derivata che di virus selvaggio.  ma non vi preoccupate, sar colpa dei #novax anche in questo caso   	 Neutral
400	 abbiamo parlato spesso della correlazione tra morte in culla e vaccino esavalente. riporto a tal proposito un interessante articolo del 2014, dove si rilevava la necessit di uno studio in merito...a tale data era ancora concesso avere dubbi!	 Neutral
401	meraviglia! ora persino beppe grillo si concede uno spot a sostegno del vaccino contro il papilloma virus umano. ma facciamo pure finta che anni fa ne condannava l'uso indiscriminato... 	 Neutral
402	user user e pure i danni sono a carico nostro e non delle aziende produttrici  6.000.000 di euro spesi per danni da #vaccino solo in #emiliaromagna.  piacerebbe sapere il totale in tutta italia. 	 Neutral
403	creare lepidemia, portare la popolazione allincubo malattia e annunciare la lieta novella: abemus vaccinum! ruba galline, ladri di vite umane, con quale coraggio iniettate farmaci ai vs simili? 	Discouraging towards vaccines
404	"lo studio che smentisce tutto ► ""vaccino inutile! covid virus banale che...  di user"	"

Neutral"
405	cosa spinge robert f. #kennedy jr. ad esporsi fino al punto di sfidare pubblicamente la #merck, produttrice del vaccino #gardasil, a citarlo in giudizio per calunnie????? #vaccini  	 Neutral
406	user user user user_di_marzo user_gori ma questa è una malattia che non dà immunità,  e quindi non sarà un vaccino a risolvere il problema	 Neutral.
407	user user se ammalarsi di covid-19 e guarirne non conferisce immunità, come potrà mai conferirla un vaccino? si ritiene tanto intelligente da bollare come demente la sen. cunial ma allo stesso tempo non riesce a fare una deduzione così elementare...	 Neutral.
408	per chi ancora non l'avesse capito.  l'obiettivo delle case farmaceutiche  quello di entrare nel mercato delle persone sane.  le persone sane sono tutti gli abitanti della terra, 7 miliardi di potenziali clienti, le persone malate solo una microscopica percentuale di essi. 	 Neutral
409	user user non è così il virus muta, è come pensare di vaccinarsi dal raffreddore per cui il vaccino non serve a nulla. o meglio serve a fare interessi case farmaceutiche	 Discouraging towards vaccines.
410	tratto dal discorso di #henrykissinger al user il 25.02.09.  si nota una certa somiglianza con gli intendimenti di user /#rockefeller , che ne è l'erede intellettuale... ora, sotto coi #vaccini..! #covidー19  #coronavirus  #covid19  #novax 	 Neutral
411	vediamo se cos lo capite, cazzo!  in america esentati dai vaccini i bambini ricchi!!!! ora, secondo voi, vogliono far morire i figli dei ricchi, o possono essere sacrificati i poveracci coi vaccini ????? dai, su che ci arrivate prima che vi sparino il microchip su per il culo! 	neutral
412	l'immagine che ho allegato al presente tweet � un post pubblicato su fb da barbara nardella, la nonna del piccolo samuel, la quale scrive che � stata effettuata una seconda autopsia sul corpo del piccolo, dalla quale � emerso che � morto a causa di un vaccino ... segue	 Discouraging
413	19 novembre 2019! invalida per colpa del vaccino contro l'influenza. il ministero della salute condannato a risarcirla	 Discouraging towards vaccines.
414	“il covid-19 è come l’hiv: non ci sarà mai un vaccino ci salverà solo un farmaco”: lo studio pugliese sul coronavirus non accettato dal governo -  #covid-19 #l’hiv: #vaccino #salverà  	 Discouraging towards vaccines
415	user bobby kennedy jr. sostiene che il dr. fauci e la gates foundation guadagneranno miliardi sul vaccino contro il coronavirus bobby kennedy jr. sta avvertendo il mondo dei pericoli delle vaccinazioni.  	 Discouraging towards vaccines.
416	user user fallo ai tuoi cari il vaccino traditore della patria. ti auguro di pagare tutto questo al più presto.	 Discouraging towards vaccines.
417	il business dei #vaccini. senza contare il fatto che i bambini vaccinati poi si ammalano molto pi degli altri. 	 Discouraging towards vaccines
418	malattia potenzialmente letale:  - no cura - no vaccino  no obbligo ma fiducia.   malattie esantematiche:  - curabili - potenzialmente innocue  obbligo, sanzione,  nas, esclusioni, ghettizzazione sociale, derisione, persecuzione ed emarginazione consentite.  #vaccini 	 Neutral
419	user ultima ora! #aifa vieta le cure! la pandemia deve continuare per arrivare al #vaccino!!! fermate questi criminali! commissariate aifa! non bastano 33.000 vittime! #covid #coronavirus  	 Discouraging towards vaccines
420	lâindustria della vaccinazione, storia e contro storia - pietro ratto #byoblu24  31	 Neutral
421	user user user user le sfugge la differenza fra #vaccino e vaccino obbligatorio. quando sarà pronto ognuno deve decidere in accordo con il proprio medico di fiducia se farlo o meno. per esempio per questo medico è meno letale di polmoniti normali... 	 Neutral
422	c' un bambino in terapia intensiva a causa di febbre e convulsioni dopo il vaccino mprv ma nessuno ne parla. come mai? #vaccini 	 Discouraging towards vaccines
423	user user_2022 che inizi a provarlo speranza conte di maio e mattarella....io credo il mio posto a loro...e chi se lo fa il vaccino????	 Neutral.
424	dopo l'intervista di pregliasco che ha dichiarato pubblicamente l'importanza del vaccino antinfluenzale per prevenire il #coronarvirus, ho capito a cosa serve aver generato il panico a cui assistiamo da giorni: a smaltire le dosi di vaccino antinfluenzale! semplice...????	 Neutral
425	user user user sarò ignorante e retriva, ma io il vaccino non lo farò. che cosa di buono ci metteranno dentro?	 Discouraging towards vaccines.
426	parliamo di efficacia del vaccino antinfluenzale: la copertura tra gli anziani over 65  aumentata dal 20% del 1980 sino al 61% nel 2001. nello stesso periodo di tempo sono aumentate le stime della mortalit nella stessa fascia d'et.  	 Neutral
427	christian, danneggiato da vaccino a 5 anni. prima ero un bambino normalissimo e felice. nessun riconoscimento, nessun aiuto per le cure, la negazione totale da parte delle istituzioni. perch i danneggiati ed i morti da vaccino esistono, nonostante quella che vi racconta burioni 	 Discouraging towards vaccines
428	un anno fa moriva il piccolo samuel di martino, a poche ore di distanza dalla somministrazione di un vaccino, antimeningococco b prodotto dalla glaxo. la procura nomina un perito per stabilire la verit sulla terribile scomparsa di un cucciolo di soli 5 mesi.  segue 	"

Discouraging towards vaccines."
429	ops !!!  ma come la scienza , i vaccini super sicuri...  chissà quante balle ci hanno raccontato lorenzin e company. chi aveva dubbi era un terrapiattista vero?   	Discouraging
430	aiutooo! entro il 2025 i vaccini saliranno a 18, inclusi il vaccino inattivato per polio (ipv), i vaccini per la rabbia e i meningococcici multivalenti. entro il 2025 gavi immunizzer 300 milioni di persone nei paesi in via di sviluppo -  via user	"

Neutral. This Tweet does not express a stance either for or against vaccines, but merely provides factual information about upcoming vaccine initiatives."
431	tutti aspettano come una liberazione il vaccino, dimenticando che:  1° il vaccino viene sviluppato sulla base delle proiezioni teoriche sui virus in circolo l’anno precedente e dunque imprevedibili.  2° la forte variabilità di un #coronavirus di cui esistono già diverse varianti. 	 Neutral
432	guardacaso ha dimenticato di citare il fatto che la ragazza morta fosse stata vaccinata. guardacaso tra tutti i non vaccinati, poi muoiono spesso i vaccinati.  ma sar perch il #vaccino crea uno squilibrio nelle immunit antigeniche cit. alessio tomasello 	 Discouraging towards vaccines.
433	questa volta sono stati troppo precipitosi per... 	 Neutral
434	per il covid serve una cura più che il vaccino. il virus non deve più spaventarci. per il prossimo autunno, a differenza di quanto si prospetta secondo l’oms e la comunità scientifica, saremo, in larghissima parte, naturalmente immunizzati. user 	"

Discouraging towards vaccines."
435	user oltre alla mascherina ci vogliono imporre anche il bavaglio, mi sembra si stia esagerando, non vorrei che dopo i camici cominciassero con le camice di forza a chi rifiuta il vaccino e l'appalto di esse dato ai cugini di primo letto e alle fidanzatine	 Discouraging towards vaccines.
436	"""global vaccine safety summit"" : i maggiori esperti del settore hanno dubbi sulla sicurezza dei #vaccini.  non esistono studi adeguati sulle reazioni a lungo termine e sulle reazioni avverse degli adiuvanti, soprattutto se combinati tra loro.   (sub ita).  "	 Neutral
437	nella prima foto campagna pagata da big pharma per 200 casi allanno su tutta la popolazione italiana, nella seconda i dati delle reazioni avverse al #vaccino mprv : 400 reazioni avverse ogni 1.000 dosi (di cui 40 gravi)   veniteci a parlare di rischio beneficio  #libertadiscelta 	 Discouraging towards vaccines
438	le azioni della cinese #nanoviricidesinc guadagnano il 74% indovinate che producono? il vaccino sperimentale contro il #coronavirus !  ..........e antiamooooooo! ???????????????????????????????????????? 	 Neutral
439	user il bugiardino serve per capire da cosa è composto un vaccino, le schifezze che ci sono dentro, anche no grazie. per quanto riguarda gli studi, i casi sono due: il vaccino viene fatto di corsa, quindi  breve sperimentazione o è già pronto da tempo.  comunque sia, qualcosa non va.	 Discouraging towards vaccines.
440	houston, texas. scuola chiusa fino al 7 gennaio per una epidemia di pertosse.  tutti gli studenti sono vaccinati per la pertosse.  copertura al 100%. epidemia.  non sentite anche voi lo scricchiolio delle loro bugie? 	 Neutral
441	prof. tarro: chi propone il vaccino contro il covid 19 andrebbe messo in galera (video) 	 Discouraging towards vaccines.
442	user user_meluzzi ridurre la popolazione mondiale questo e' il progetto non ci sono riusciti col covid ci proveranno con un vaccino creato velocemente con sistema di nanotecnologia	 Discouraging
443	italia paese capofila sulle sperimentazioni vaccinali, al mondo, un grande laboratorio a cielo aperto, dove i danni da #vaccino sono a carico del ssn e non delle case farmaceutiche! quindi chiunque abbia da sperimentare un vaccino viene in italia, non costa nulla! decretazione	 Neutral
444	si parla molto di vaccino per il cobit 19 ma che garanzia c'è che sia presto ? se per l'aids ancora oggi dopo 24 anni dalla comparsa (1986) non è stato realizzato ?	 Neutral
445	#vaccini  invalida per colpa di un vaccino #antinfluenzale.   il ministero della salute condannato a risarcirla.   i vaccini sono farmaci.  diffidate da tutti quelli che vi dicono che sono sicuri e che non hanno #effetticollaterali.   indietro non si torna. 	 Discouraging
446	esavalente ed mprv insieme al bimbo di 6 anni. il padre lotta per non fargli fare 2 #vaccini insieme. dopo il vaccino bimbo con 40 di febbre, nausea, problemi intestinali e stato di malessere 1erale. a voi, buona lettura. 	 Discouraging
447	#vaccino per la varicella causa meningite per la riattivazione del virus in due ragazzi di 14 anni  pu lo stato obbligarmi a un trattamento sanitario che pu causare danni come questi? siamo sicuri che i medici spieghino gli effetti avversi prima?   	 Discouraging
448	zingaretti: 'la mascherina diventi la moda dell'estate, la metteremo fino al vaccino'  via user  maledetti	 Neutral.
449	tutto corrono a vaccinarsi contro la meningite quando il superbatterio new delhi continua imperterrito a mietere vittime...eppure se ne parla molto poco! sapete perch? perch non esiste, al momento, nessun vaccino in commercio... tranquilli si stanno organizzando... 	 Neutral
450	user_baolo ammesso che un vaccino che funzioni lo si trovi veramente, con tutto questo: salta i test, aggira le regole, usiamolo anche se non approvato, il rischio è che fra qualche anno ci si accorga che i danni sono superiori ai benefici ma a quel punto il disastro sarebbe già fatto.	 Neutral
451	user user user finalmente la verità.  ho fatto il.medico per 40 anni! mai ricoverato nessuno per il.morbillo né io né i miei 30 colleghi del mio distretto! vaccino tetravalente= business. poi della meningite....non gliene importa un fico!!!	"

The tweet appears to be discouraging towards vaccines. The user claims that no one in their district has ever been hospitalized for measles, implying that the vaccine is not necessary, and also states that the tetravalent vaccine is just a business venture. They then go on to say that officials do not care about meningitis, further implying that vaccines are not beneficial."
452	19 novembre 2019...dopo una vita trascorsa su di una sedia a rotelle a causa di un vaccino antinfluenzale, il ministero della salute viene condannato a risarcire la vittima del danno subito! #vaccini #ministerodellecasefarmaceutiche 	 Discouraging
453	oggi sono 7 anni che giacomo � volato via... dopo atroci sofferenze causate da un vaccino che lo ha reso tetraplegico! un abbraccio enorme va ai suoi coraggiosissimi genitori, mario e concetta, sempre in prima fila per la battaglia a favore della libert� di scelta vaccinale.	 discouraging towards vaccines
454	avete vaccinato le vs. ragazze? poi toccher anche ai ragazzi! vi obbligano facendovi credere che  giusto. questo  il risultato. 	 Neutral
455	user user user forse non è chiaro che qui non si sta parlando (e parlo per me non per altri) dei vaccini in generale,  ma di un vaccino che vogliono sviluppare in tempi rapidissimi, senza seguire i protocolli e soprattutto vogliono imporre a tutti. spero di essere stata chiara.	Discouraging
456	coronavirus, “sul vaccino c’è troppo ottimismo’   	 Neutral
457	user user jack kalman: “dopo aver letto questo studio, ci vuole l’indole di un  kamikaze per farsi vaccinare ma per far vaccinare un proprio figlio si deve aver gia’ raggiunto gli abissi della mancanza di coscienza. dal punto di vista scientifico, ogni vaccinazione e’ uno scandalo”.	 Discouraging towards vaccines
458	nessuno ha mai trovato un vaccino per l hiv     diamo.soldi a palate a ricercatori ma mai visto vaccini	 Neutral
459	l'italia ai tempi della #ue: vaccinazione coatta, euro, immigrazione, dittatura gender, islamizzazione, furto di bambini (bibbiano), utero in affitto, legge fornero (ergastolo lavorativo), jobs act (licenziare per riassumere a met stipendio), tassazione insostenibile..  #uscita 	 Discouraging
460	perch chiamarlo ancora ministero della salute? 	 Neutral
461	vaccino obbligatorio per tutti i politicanti! 	 Encouraging
462	questa omerta' sui danni da  vaccino conferma che la nostra salute non e' assolutamente considerata come prioritaria. al primo posto il business dei colossi farmaceutici! 	 Discouraging towards vaccines.
463	(io come cavie per provare il vaccino userei quelli che vogliono uscire di casa a tutti i costi)	 Neutral
464	"#coronavirus, il terrore continuera' finche' non arrivera' il ""#vaccino miracoloso"". tanto i decessi da strumentalizzare non mancano... "	 Neutral
465	medici coraggiosi ❤️  in merito all'obbligo del vaccino anti-inflienza medici specialisti in igiene, epidemiologia, statistica, ematologia e pediatria hanno pubblicato un dossier scientifico, scaricabile gratis da   	 Neutral
466	- nesso causale tra vaccinazione esavalente e la patologia di cui soffre il minore: � quanto stabilito da una sentenza della sezione lavoro e previdenza del tribunale di lamezia terme che ha condannato al risarcimento il ?user? #vaccini  	 Neutral
